username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
hnny,18 and Under,"Combination, Medium, Neutral",2024-02-03,"ini salah satu sunscreen ternyaman dan kerasa bangr kerjanya di aku,cocok juga buat segala macam jenis kulit mulai dari oily,kombinasi bahkan sampai kering tetep aman pake ini dan juga yang paling penting ga ninggalin whitecast di wajah",Less than 1 week,Shopee,hnny recommends this product!,5,Skinaqua UV Moisture Milk
Indahpurwanti9,19 - 24,"Combination, Medium, Neutral",2024-02-02,"sunscreen ini tuh enak banget di pake nya gak bikin kusam juga cocok banget pake ini udah dari beberapa tahun dan gak mau ganti lagi mulai dari yang spf 30 sampek skrng pake yg spf 50 tutup putih mantul bangettt pokoknya selalu rekomendasiin temen"" untuk coba produk ini",Less than 1 week,Shopee,Indahpurwanti9 recommends this product!,5,Skinaqua UV Moisture Milk
mutiararaisaa,18 and Under,"Normal, Medium, Neutral",2024-02-02,"Menurut saya sunscreen ini termasuk sunscreen yang bagus untuk sehari hari, karena tidak menimbulkan whitecas di wajah, tekstur sunscreen ini juga sangat ringan sangat cocok digunakan pelajar seperti saya, ukuran yang tidak terlalu besar sehingga sangat mudah untuk dibawa kemana mana",6 months - 1 year,Transmart,mutiararaisaa recommends this product!,5,Skinaqua UV Moisture Milk
amandaaidea,19 - 24,"Dry, Medium Light, Warm",2024-02-01,"aku uda pakai sunscreen ini dari 2017. suka banget sama produk ini! nyerepnya cepet, glow finish, ga whitecast, recommended deh. aku paling suka varian yang tutup pink itu. tutup putih juga yang spf50. kalo yang biru di kulit aku bikin berminyak sih",More than 1 year,Shopee,amandaaidea recommends this product!,5,Skinaqua UV Moisture Milk
dhani_kristianti,45 and Above,",45 and Above",2024-02-01,"Teksturenya gel mudah di blend, tidak whitecast, mudah menyerap. namun saya tdk suka finish tidak matte malah bikin wajah mengkilap seperti berminyak dan lengket. hrs dilapis bedak tebal. jadi saya kurang suka produk ini. mungkin cocok utk kalian yang jenis kulit normal/kering",Less than 1 week,watson,,3,Skinaqua UV Moisture Milk
hwiyang,25 - 29,"Oily, Medium Light, Warm",2024-01-31,Sunscreen yg nggak bikin aku jadi kilang minyak dan kusam. Cocok cocok banget tapi isinya dikit harganya terlalu mahal buatku sekarang. Ini sunscreen cocok buat kulit berjerawat nggak bikin break out. Kombinasi sunscreen ini sama facewash hadalabo tamagohada cucok banget.,6 months - 1 year,Shopee,hwiyang recommends this product!,5,Skinaqua UV Moisture Milk
rulitatriw,25 - 29,"Oily, Medium Light, Cool",2024-01-31,bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya bagus banget sunscrennya,1 week - 1 month,Shopee,rulitatriw recommends this product!,4,Skinaqua UV Moisture Milk
Lhiizaa_,25 - 29,"Combination, Medium Light, Neutral",2024-01-30,"Kegoda beli krna reviewnya pada bagus-bagus, ternyata diwajahku yg combi cenderung oily makin buat wajahku makin kusam dan lebih berminyak😭 terasa berat banget di wajahku dan lumayan lengket huhu jadi aku kasih ke adekku sunscreen ini tau2nya dia cocok wkwkwkwk",1 week - 1 month,Guardian,Lhiizaa_ doesn't recommend this product!,2,Skinaqua UV Moisture Milk
ismicp03,25 - 29,"Combination, Medium, Warm",2024-01-30,"Sunscreen yang aku pakai lebih dari 2 tahun; tidak oily, tidak meninggalkan white noise, lembut, cepat menyerap di kulit wajah, tidak ada after reaksi nya ke kulit. Rekomendasi SPF 50 karena benar2 works menghalangi sinar UV. Rekomended banget.",More than 1 year,Shopee,ismicp03 recommends this product!,5,Skinaqua UV Moisture Milk
Ekafaridaof,25 - 29,"Combination, Medium, Neutral",2024-01-28,Jujur susah bgt cari sunscreen yg cocok sama tipe muka kombinasi oily & suka klo hasilnya matte finish. Tapi pas aku coba ini teksturnya ringan & hasilnya matte finish. Terus packagingnya juga ringan ga berat jadi aman kalo dibawa bawa kemanapun,3 months - 6 months,Shopee,Ekafaridaof recommends this product!,5,Skinaqua UV Moisture Milk
bungansh,18 and Under,"Combination, Medium Dark, Warm",2024-01-27,"sunscreen nya bagus, spf nya juga tinggi. sadly, di kulitku yang combination ini ga nahan minyak sama sekali. malah bikin tambah berminyak. di kulitku lumayan berat, greasy, dan ganyaman. idk i feel a bit kusam kalo pake ini. but if you're not have an oily or combination skin, it might be good for you.",3 months - 6 months,Shopee,bungansh recommends this product!,3,Skinaqua UV Moisture Milk
DessyKa,30 - 34,"Combination, Medium, Warm",2024-01-26,"Sunscreen yang ringan banget buat aku si tipe kulit wajah berminyak, ngga white cast, sedikit mengganggu wanginya tp over all I like it so much .. ngga ragu bgt buat repurchase dan rekomendasiin ..karena sebagus itu ... biasanya aku beli langsung 2 botol .. hehe",3 months - 6 months,Shopee,DessyKa recommends this product!,5,Skinaqua UV Moisture Milk
J_rebeccahs,25 - 29,"Normal, Medium Light, Neutral",2024-01-26,"sunscreen yg bagus banget, g whitecase diaku.. tidak bikin makeup blentong.. langsung ngeresep banget dikulitku.. wajib coba sih, dengan harga terjangkau banget teksturnya cair jangan lupa dikocok dulu sblm dipake.. bagus banget untuk apply diawal",3 months - 6 months,Shopee,J_rebeccahs recommends this product!,5,Skinaqua UV Moisture Milk
celineaulia,19 - 24,"Combination, Medium, Neutral",2024-01-25,"sunscreen pertama yang cocok di acne prone skin akuu! but honestly, aku lebih suka ini pas awal baru booming, idk kayanya sekarang texture nya lebih beda dan lumayan pricey. jadi, aku pindah ke sunscreen lain, but this one cannot be forgotten! and i would recommended this><",6 months - 1 year,Guardian,celineaulia recommends this product!,3,Skinaqua UV Moisture Milk
Ayuprtmn,19 - 24,"Normal, Medium, Neutral",2024-01-23,"Brand ss pertama aku dan aku langsung jatuh cinta sama ss ini karena teksturnya yang ringan, beneran kayak susu gitu dan ngelembabin. sangat sangat senang karena cocok,harganya juga pas di kantongku dan mudah ditemukan . Gak ada cons sama sekali namun karena pengen spfnya yg tinggi jadi aku ganti ke tutup yang putih. rekomendasi buat kalian yg dry skin.",3 months - 6 months,Shopee,Ayuprtmn recommends this product!,5,Skinaqua UV Moisture Milk
adriyanic,19 - 24,"Dry, Medium, Neutral",2024-01-23,"udah pake sunscreen ini sejak kuliah sampe sekarang kerja. bener2 membantu banget karena wajahku jadi ga belang, ngeratain warna kulit muka juga, jaga kelembaban, ga bikin berminyak walaupun dipake di panasan seharian🫶 dipackagingnya juga tertera kalo ini cocok buat primer 👍",Less than 1 week,Shopee,adriyanic recommends this product!,5,Skinaqua UV Moisture Milk
Nadyaazm,19 - 24,"Normal, Medium, Warm",2024-01-22,"Sunscreen ini sebenernya okee, teksturnya enakk diaplikasiin kemuka gabikin gerah greasy, spfnya juga udah 50, tapii sayangnya di aku jadi white cast hehehe akhirnya berenti make ini. Secara harga dia affordable dengan kualitasnyaa👍🏻",1 month - 3 months,Gift,Nadyaazm recommends this product!,4,Skinaqua UV Moisture Milk
tarithia_,19 - 24,"Oily, Light, Neutral",2024-01-20,Sebenernya sunscreen ini enak dipakai sehari hari. Teksturnya ringan dan cepat meresap saat diaplikasiin ke muka cuman sayangnya sunscreen ini kadang kalau dipakai bikin muka keliatan cerah tapi kadang malah nimbulin white cast di muka,1 month - 3 months,Watson,tarithia_ recommends this product!,4,Skinaqua UV Moisture Milk
Najma_LoveyyDoveeyyy,19 - 24,"Combination, Medium Light, Neutral",2024-01-18,"Sunscreen terbaikkk. Gak bikin whitecast dan ringan parahh. Walaupun ringan SPF nya 50 dong😭. Dia aman banget dipake dibawah make up, isinya banyak, gak lengket, lembut juga dan gak ada wanginya. Cocok banget buat yg punya kulit super sensitif✨️❤️",More than 1 year,Hi Makeup Store Palangkaraya,Najma_LoveyyDoveeyyy recommends this product!,5,Skinaqua UV Moisture Milk
corvusee,25 - 29,"Combination, Medium Light, Cool",2024-01-17,"Awal2 suka karena light bgt, tp pasca pemakaian ke bbrp botol ternyata bikin kusam.akhirnya berhenti pakai krn kulitku kombinasi jg dan ujung2nya kurang moist di bbrp area mukaku. So far mungkin cocock buat yg oily kali ya.",1 month - 3 months,Brand website,,3,Skinaqua UV Moisture Milk
anggunandini,19 - 24,"Normal, Medium, Neutral",2024-01-15,"It's good sunscreen for me, it just a bit too runny! Memang judulnya nge-moist dan betul sesuai klaim-nya, tapi somehow jadi bikin muka keliatan greasy dan kusam, kelihatan glowing yang bukan plumpy tapi glowing karena minyak wkwk, padahal seharusnya mukaku nggak seberminyak itu. Tapi as expected dari produk sunscreen merk ini, nggak berwarna, nggak berbau, dan tetap ringan. Oiyaa, karena ini ngemoist jadi lumayan enak ditimpa base makeup. Repurchase? No! Instead, I'll always do repurchase another varians of this product :)",3 months - 6 months,Shopee,anggunandini recommends this product!,4,Skinaqua UV Moisture Milk
anared11,25 - 29,"Combination, Medium Light, Cool",2024-01-11,"Pernah pake sunscreen skinaqua ini pas lagi viral viralnya, tapi pas udah pemakaian hampir sebulan tiba tiba muncul beruntusan di wajah, khususnya di bagian jidat. Karna wajahku tipe yang kalo gacocok sm ss muncul beruntusan di dahi jadi aku stop pemakaian. Akhirnya aku pake ini buat travel sunsceee for body",1 week - 1 month,Shopee,anared11 doesn't recommend this product!,2,Skinaqua UV Moisture Milk
Sunshine_V,19 - 24,"Normal, Light, Cool",2024-01-11,"Iseng nyoba karena kata orang-orang bagus dan ringan. Ternyata, it's doesn't work on me. Teksturnya cair kaya susu, tapi begitu diaplikasikan, dia ngasih sedikit rasa greasy di kulitku. Jadi sekalipun produk ini memang ringan dan nggak ninggalin whitecase, I don't want to repurchase. Sampai sekarang masih nyari-nyari sunscreen lain yang nggak ngasih efek greasy dan lengket",3 months - 6 months,Shopee,Sunshine_V doesn't recommend this product!,3,Skinaqua UV Moisture Milk
anggit_nin,25 - 29,"Dry, Medium Light, Warm",2024-01-10,Sunscreen pertama yang aku pake waktu zaman kuliah. Beli ini karna direkomendasiin sama temen dan ternyata ini tuh ringan banget dipakenya. Warnanya literally putih kayak susu. Teksturnya suka banget karna pas di apply beneran langsung menyerap. Suka banget karna ini no whitecast dan gak ada tone up nya.,More than 1 year,Shopee,anggit_nin recommends this product!,5,Skinaqua UV Moisture Milk
niluhseptiany,19 - 24,"Oily, Medium, Cool",2024-01-08,Banyak banget yang bilang ga cocok sama sunscreen ini dan mukanya malah kusem kalo pake ini. Tapi di aku ini worth bangett dan ini penyelamatku selama aku jadi acne fighter dulu. Di aku awal awal emang ada efek gaenak dan terlalu berminyak sih tapi lama lama udah terbiasa dan gaada whitecast juga bahkan formula terbarunya sekarang tuh kaya ga seberminyak dulu jadi wajib cobain deh!!,More than 1 year,Watson,niluhseptiany recommends this product!,5,Skinaqua UV Moisture Milk
ochyrasty,30 - 34,"Combination, Medium Dark, Neutral",2024-01-07,"Skin Aqua UV Moisturizer Milk adalah sunscreen ringan dengan tekstur susu yang mudah meresap. Memberikan perlindungan dari sinar UVB dan UVA, sambil memberikan kelembapan ekstra pada kulit. Formula non-iritan cocok untuk kulit sensitif. Meskipun wanginya ringan, beberapa orang mungkin kurang suka dengan sedikit kesan lengket setelah penggunaan. Secara keseluruhan, cocok untuk pemakaian sehari-hari dengan keseimbangan perlindungan matahari dan kelembapan.",Less than 1 week,Shopee,ochyrasty recommends this product!,4,Skinaqua UV Moisture Milk
lailaesa,19 - 24,"Combination, Medium, Warm",2024-01-07,"Sunscreen favorit aku bangett !!! Udah sering ganti sunscreen merk merk lain tetep balik lagi ke SkinAqua biru ini. Teksturnya kaya rada ada minyak, terus pas di aplikasiin ke wajah enak enak aja gada rasa berat atau gimana, minim whitecast di aku.",1 month - 3 months,Shopee,lailaesa recommends this product!,5,Skinaqua UV Moisture Milk
floweroad,19 - 24,"Combination, Medium, Neutral",2024-01-06,"Dulu first time pake ss coba ini dan ternyata di aku malah kusem bgt ga cocok:(( tekstur nya cair gitu agak keruh dan gampang di aplikasiin, no white cast. Harganya worth it sih buat ss. Mungkin variasi lain bakalan cocok yha...cuma ini syg bgt ga cocok di kulit combi. Ss buat combi skin susah yeu",Less than 1 week,Shopee,floweroad doesn't recommend this product!,2,Skinaqua UV Moisture Milk
fitriyanti16,19 - 24,"Normal, Medium, Neutral",2024-01-03,"Sunscreen yang tektur nya paling cair tapi gak bikin peeling atau whitecase dan affordable juga gampang banget di carinya. Suka banget pake sunacreen dari skinaqua yang biru ini karna bilin moist juga, udah beberapa kali repurchase so far ini bagus di aku",6 months - 1 year,Shopee,fitriyanti16 recommends this product!,4,Skinaqua UV Moisture Milk
Winterwhite,19 - 24,"Combination, Medium, Neutral",2024-01-01,pertama kali ada suncsreen brand ini emang udah ada duluan. istilahnya udah puh sepuh disamping banana boat dll. japanese skincare menurutku oke. teksturnya enak cepet nyerap gak berminyak dan satu lagi bisa melembabkan untuk kulitku yang kering,1 month - 3 months,Shopee,Winterwhite recommends this product!,5,Skinaqua UV Moisture Milk
adastrasaf,19 - 24,"Dry, Medium Light, Cool",2023-12-31,"I was speechless on how this sunscreen has moisturized my face very well. The texture is like runny milk and it's also scented likewise. Quick to dry and it left my skin so soft, spongy, just like being coated in milk. Love how the lid design is so strong with tight seal. The size is just perfect for everyday use and carry on. For such functionalities with affordable price, I can undestand how this sunscreen becomes the go to. Unfortunately, my skin isn't a big fan of dimethicone. And just because of that one ingridient I have to give up using this *almost perfect sunscreen",6 months - 1 year,Shopee,adastrasaf recommends this product!,4,Skinaqua UV Moisture Milk
susie_matsu,30 - 34,"Oily, Medium Light, Neutral",2023-12-29,"Sahabat kulit wajahku banget ""Skin Aqua"" emang juaranya sih buatku. Semenjak aku pakai inituh minyak yang membandel di wajahku makin berkurang, udah ga gampang jerawatan lagi kayak dulu & wajah nampak jadi lebih putih (cerah dari sebelumnya). Menurutku product yang satu ini manfaatnya banyak sih. Selain melindungi wajah dari sinar UV (panasnya terik matahari) juga cocok banget sebagai skincare routine! Repurchase? Yes!",Less than 1 week,Shopee,susie_matsu recommends this product!,5,Skinaqua UV Moisture Milk
SilviaSani,19 - 24,"Combination, Medium, Neutral",2023-12-28,"kulitku berminyak berjerawat dan cukup sensitif, tekstur nya lumayan enak tapi di aku buat makin berminyak apalagi keringetan banget harus dikipasin mukanya 🥺 btw timbul beruntusan di aku, bingung banget pilih sunscreen yg bener² cocok dikulit ku yg rewel ini",1 month - 3 months,Shopee,SilviaSani doesn't recommend this product!,3,Skinaqua UV Moisture Milk
goans,25 - 29,"Oily, Medium, Warm",2023-12-27,"waktu nyobain product ini wajah bener bener berminyak, ga cocok di aku, susah ngeblend pakai make up. Mencoba bertahan beberapa bulan siapa tau ada perubahan. rupanya masih sama aja. kalo muka dikasih tisu. tisunya full minyak :((((",3 months - 6 months,Brand website,,3,Skinaqua UV Moisture Milk
divalidasi,19 - 24,"Combination, Medium Dark, Warm",2023-12-26,Aku beli yang ini karena yang tutup hijau gak cocok di aku jadi ku pikir yang ini bakalan cocok karena konsistensinya cair dimana akan gampang menyerap. Dan iya bener gampang menyerap terus dia matte banget tapi tetep di aku bikin tambah berminyak hwhw.,3 months - 6 months,Guardian,divalidasi doesn't recommend this product!,3,Skinaqua UV Moisture Milk
Conspinancyy,25 - 29,"Combination, Medium Dark, Neutral",2023-12-26,"Waktu SMA bingung mau pake sunscreen apa, karna muka waktu itu masih jerawatan parah karna salah pakai pembersih muka. Jadi bener-bener hati-hati banget pilih produk untuk kulit muka. Dan akhirnya mama ajak ke century untuk beli sunscreen yang bagus. Dipilihlah skin aqua dan ternyata ini cocok bgt! Aku rekomendasiin sih untuk yang acne prone kalian pake produk ini dijamin aman!",1 month - 3 months,Century,Conspinancyy recommends this product!,5,Skinaqua UV Moisture Milk
selfie9,25 - 29,"Oily, Light, Warm",2023-12-23,Cobain produk ini karena ngelietin temen kerja pake tiap hari . Awal nya cuma coba coba jadi mungkin cocok sih sama aku . Belum ada efek ga baik nya dimuka cuma ya belum juga kelietan hasil nya di muka aku soal nya baru coba ga sering dipake tiap hari,1 month - 3 months,Shopee,selfie9 recommends this product!,5,Skinaqua UV Moisture Milk
sabrina0,19 - 24,"Normal, Medium Dark, Neutral",2023-12-21,"jujur aku skeptis sama brand ini dari dulu karna dari dulu dibahas mulu deh wkwkw akhirnya sempet cobain. teksturnya menurut aku kentel ke cair, gaada wangi macem macem, feel diaplikasiin ke mukanya gatau kenapa aneh karna basah?? tapi gabutuh lama buat nyerep, finishnya satin di aku, tone up nya gaterlalu ngerasa deh",Less than 1 week,Offline,sabrina0 recommends this product!,4,Skinaqua UV Moisture Milk
sukmaasuci,19 - 24,"Combination, Medium, Neutral",2023-12-20,"one of my best purchase!!! teksturnya cair dan mudah menyerap, agak tone up tapi ga bikin white cast. Cocok banget buat tipe kulit oily acne, krn ga bikin komedoan juga. Trus bikin bekas2 jerawat tersamarkan karena terlihat lbih cerah.",More than 1 year,Shopee,sukmaasuci recommends this product!,5,Skinaqua UV Moisture Milk
climbingpony,19 - 24,"Combination, Medium Light, Warm",2023-12-19,aku mixed feelings bgt sama sunscreen ini. dia aman bgt di kulitku yang acne-prone dan sensitif ini dan kalo dipake saat kulitku lg super rewel dan kering dia gak bikin kulitku makin ngamuk TAPI kadang bisa bikin greasy dan bikin muka keliatan kusam bgt huhu:( better cobain yg tutup putih aja sih mnurutku,More than 1 year,Shopee,climbingpony recommends this product!,3,Skinaqua UV Moisture Milk
amanda_a,25 - 29,"Dry, Light, Warm",2023-12-19,"Awal pake aku jerawatan banget sedih, baru tau ternyata harus double cleansing kalo pake sunscreen/sunblock, sekarang malah repurchase terus, ga keitung abis berapa botol, dikulit dry skin sebenernya kurang melembabkan, harus pake toner/moisturizer dulu sebelum pake ini, buat primer makeup mmm butuh lebih sih dikulit dry skin, pingin berpaling ke varian lain tapi yg biru ini ada tulisan “longer uv protection“ 🥹",More than 1 year,Shopee,amanda_a recommends this product!,5,Skinaqua UV Moisture Milk
awrley,18 and Under,"Combination, Dark, Warm",2023-12-18,"ini sbnrnya bagus bgt bgt bgt.. aku kalo lg ada kegiatan outdoor selalu pake ini krn kan spf nya juga tinggi yah.. tp aku tuh kurang sukak sm tekstur dia yang cair bgt dan kalo abis pake muka aku jg jadi oily. bagusnya dia ga bikin jerawat, komedo, dan bruntusan. skintype aku combi yah",More than 1 year,Guardian,awrley recommends this product!,4,Skinaqua UV Moisture Milk
Latifah_01,19 - 24,"Normal, Medium, Neutral",2023-12-17,"plisss ini bagus bangwt siii, aku udh berapa kali beli, juga ini g bikin kulit lusam after pemakaian. produknya pun tidak terlalu cair dan juga kental jadi pas aja dan ringan juga di pakainya. dan harganya pun juga under 50k jadi aman banget untuk kantong pelajar",3 months - 6 months,Instagram,Latifah_01 recommends this product!,4,Skinaqua UV Moisture Milk
Stfjria,19 - 24,"Combination, Medium, Neutral",2023-12-17,"aku uda pake sebulanan untuk daily use dan auka bgt sm sunscreennya karna ga bikin kusam, ga bikin aku komedoan dan bekas jerawat berangsur hilang. yang pasti cocok banget untuk aku yang punya kulit kering dan sensitif. bakal aku repurchase teruusss",1 week - 1 month,XBeauty by Female Daily,Stfjria recommends this product!,4,Skinaqua UV Moisture Milk
angelinemnr,19 - 24,"Oily, Medium, Warm",2023-12-16,"Ini produk sunscreen yg bener2 aku repurchase2 berkali kaliiik udah pake 2 tahunan krn ga ninggalin whitecast sama sekaliaa, ngelembapin dan ga lengket!! Sukak banget sekeuarga aku pake iniii karena emg bagus dan rekomendasi untuk semuanha",More than 1 year,Shopee,angelinemnr recommends this product!,5,Skinaqua UV Moisture Milk
diniapr,19 - 24,"Oily, Medium Light, Neutral",2023-12-16,"sunscreen nya enteng, gak bikin jadi white cast di muka. cepet nyerapnya juga jadi dipake buat base makeup enakeun. di muka aku yang berjerawat dan oily juga so far so good sih.yang mukanya oily kayak aku ini cocok banget sih. recommended banget",3 months - 6 months,Shopee,diniapr recommends this product!,5,Skinaqua UV Moisture Milk
msahril73,19 - 24,"Combination, Medium Light, Neutral",2023-12-15,Ini sunscreen yang super ringan tapi melembabkan juga alias ga bikin kulit kering sama sekali. Ini juga wangi banget dan teksturnya ringan. Spf nya udah 50pa+++ di jamin bisa menangkal sinar matahari yang bisa nyebabin kangker kulit. Mantap,Less than 1 week,Shopee,msahril73 recommends this product!,5,Skinaqua UV Moisture Milk
nabiilashn,19 - 24,"Normal, Medium Light, Neutral",2023-12-15,"bagus banget aku pake ini udah lama ga bikin kulit kusam, ga bikin berminyak, melembabkan juga, dan ga bikin beruntusan ataupun jerawatan... recomended banget deh buat yang lagi cari sunscreen, sunscreen ini the best sih menurutku hehehe",More than 1 year,Indomaret,nabiilashn recommends this product!,5,Skinaqua UV Moisture Milk
ulfatuls,25 - 29,"Oily, Medium Light, Warm",2023-12-14,"produk sunscreen dari skin aqua ini adalah tipe sunscreen yang sangat ringan dikulit. tidak terlalu berminyak dan sangat mudah dalam hal pengaplikasian nya di kulit. umumnya sunscreen yang sering kita jumpai memiliki tekstur yang lebih berat, berminyak dan sulit diaplikasikan.",1 month - 3 months,Shopee,ulfatuls recommends this product!,5,Skinaqua UV Moisture Milk
monicatullia,19 - 24,"Normal, Medium Light, Neutral",2023-12-14,Best sunscreen ever dari zaman sma. Teksturnya milky gitu enak di aplikasiin ke wajah. Ga lengket ga panas sama sekali. Ga white cast juga. Selalu restock ini dan beli di tokopedia. Enak banget baunya ga nyengat juga. Kalau di pake pas olahraga sih terutama ga lengket,Less than 1 week,Tokopedia,monicatullia recommends this product!,5,Skinaqua UV Moisture Milk
odyyann,19 - 24,"Combination, Light, Neutral",2023-12-13,"aku pertama kali pake ini sampe habis, dan hasilnya cocok dan bagusss. teksturnya itu creamy dan sedikit waktu buat nyerep ke kulit. ga lengket dan ga whitecast jugaa, finisnya glowing kayak healthy skin omg i love it. i think i will repurchase this!! ❤️",More than 1 year,Watsons,odyyann recommends this product!,5,Skinaqua UV Moisture Milk
syifaaptw,25 - 29,"Normal, Medium, Neutral",2023-12-13,"ga tau udah berapa kali repurchase Sunscreen ini. Udah sering coba yg Sunscreen yang lain tapi balik ke produk ini lagi. Teksturnya gampang nyerap di kulit, bikin kulit lembab trs ga gampang greasy. Bonusnya bikin muka tambah cerah. Loveeee",More than 1 year,Shopee,syifaaptw recommends this product!,5,Skinaqua UV Moisture Milk
K_4,19 - 24,"Combination, Medium Light, Neutral",2023-12-12,"My first Suncreen yang cocok di Kulit Kombinasiku. Ngga bikin jerawatan, kusam, dan ga ngerubah hasil Make Up aku. Tekstur nya yang cair jadi gampang untuk ngeratainnya, gaperlu effort lebih dan yang penting ngga bikin white-case. Yang paling penting nya lagi udah SPF 50+ PA+++.",More than 1 year,Shopee,K_4 recommends this product!,5,Skinaqua UV Moisture Milk
rafiahalqodri,25 - 29,"Combination, Medium Light, Neutral",2023-12-12,"Kulit aku lumayan suka berjerawat kalau gak cocok (sensitif) nah SS ini tuh yang paking gak bikin masalah di muka, gak bikin nambah jerawat, dan cukup efektif ya selama kurang lebih satu tahun aku oake ini",6 months - 1 year,Tokopedia,rafiahalqodri recommends this product!,5,Skinaqua UV Moisture Milk
mariah__,25 - 29,"Combination, Medium Dark, Warm",2023-12-10,"teksturenya enak, hampir ga kecium bau, di blend gampang, di kulitku nge-setnya lumayan lama, agak pliket setelah nge-set, membuat minyak-minyak di wajah muncul seteh 3 jam pemakaian. Kalo aku lebih nyaman make ini buat badan, buat muka kurang nyaman sih",1 week - 1 month,Official Brand Store,mariah__ doesn't recommend this product!,4,Skinaqua UV Moisture Milk
chacha2407,35 - 39,"Oily, Medium, Neutral",2023-12-09,"baru tau ada variant UV moisture milk spf 50 yang tutupnya warna Biru ! aku kira awalnya fake taunya emang ada variant ini. sepertinya beda nya sama variant tutup putih , kalau yang tutup putih ada plus whiteningnya . tapi somehow Feels nya aku lebih nyaman saat pakai variant ini hmm (yang tutup putih juga sudah nyaman ). tekstur liquid, cepat meresap, engga lengket , engga whitecase, ringan ! So far nyaman di kulit oily acne prone ku karna engga nimbulin efek negatif juga. (mungkin karna engga ada efek whiteningnya yg kurang baik untuk acneprone).",1 week - 1 month,Shopee,chacha2407 recommends this product!,5,Skinaqua UV Moisture Milk
hennyng,19 - 24,"Combination, Medium Light, Neutral",2023-11-28,"texture nyaa watery, ga ada whitecast! cocok di muka aku yg normal - dry! super suka sama hasilnya di muka akuuuuu! bisa juga dipake untuk base makeup! dan bisa untuk semua jenis kulit ya. Bisa dipakai setiap hari dan di muka dan bagian tubuhh",6 months - 1 year,Shopee,hennyng recommends this product!,4,Skinaqua UV Moisture Milk
zahralatifatulhusna,25 - 29,"Normal, Medium, Warm",2023-11-26,"This sunscreen texture is watery, milky, and easy to blend. Doesn't give any white cast and is a bit oily after you apply it but later on will blend to the skin like a hydrated moisturizer. Suka banget sama hasil akhir karena bener-bener nyaman di muka gak gressy walaupun cuaca sedang panas panasnya. Hasil akhirnya gak lengket and giving a glowing finish.",3 months - 6 months,Superindo,zahralatifatulhusna recommends this product!,5,Skinaqua UV Moisture Milk
citaAAstar,18 and Under,"Oily, Medium Light, Neutral",2023-11-26,"sunscreen yang aku beli tiap aku bingung kalau harus beli sunscreen apa, dia bagus dan aku suka teksturnya yang gampang di blend, tapi sayang banget.. dia bikin muka aku berminyak parahhh dan kusam T_T apalagi kalau kegiatan di outdoor muka aku kayak kilang minyak huhuhuhu dan kusam bangettt jadinya, tapi dari masalah itu aku tetep aja repurchase ni sunscreen karena ga bikin muka aku belang, ya walaupun jadi berminyak dan kusam siii, ini cocok buat kulit kering kataku, aku kasih rekomendasi ke temen sunscreen ini dan dia malah cocok, jadi sesuai kondisi wajah aja",More than 1 year,Shopee,citaAAstar recommends this product!,4,Skinaqua UV Moisture Milk
an0507,25 - 29,"Combination, Light, Neutral",2023-11-18,"Salah satu produk sunscreen yang paling banyak di rekomendasiin ke acneprone karena teksturnya emang enak, ringan dan sesuai namanya agak milky-milky gitu. Meskipun ini itungannya SPF tinggi, tapi ini enak banget dipakenya ringan dan gampang di blend minusnya ya kemasannya bikin agak susah dikeluarkan hingga tetes terakhir dan jangan dipake buat berenang karena dia waterbase langsung luntur dan gak ngasih proteksi apa-apa.",6 months - 1 year,Gift,an0507 recommends this product!,4,Skinaqua UV Moisture Milk
Rizkia09,35 - 39,"Combination, Medium Light, Neutral",2023-11-16,"ini dia sunscreen yang masih aku pakai dari dulu sampai sekarang.. ( remaja sampe udah jadi ibu2 😁 )dulu tuh masih belum banyak product sunsreen dan karena aku suka melakukan kegiatan outdoor traveling atau berenang. sunscreen 'skinaqua uv moisturiser milk' ini yang selalu jadi andalan aku.. spf50 PA++ walaupun ada bbrp org yang bilang kurang cocok pakai sunscreen ini dan bikin oily dimuka, tp d8 aku cocok hehe.. isinya banyak 30ml dan awet dipakainya hihihi....thank you",More than 1 year,Watson,Rizkia09 recommends this product!,4,Skinaqua UV Moisture Milk
leniagrx,19 - 24,"Oily, Medium, Warm",2023-11-16,"sunscreen paling cepet ngeresep ke kulit, tekstur nya ringaaannn bangeettttt suka deh, walaupun harganya agak pricey (menurut ku) hehehe tapi sangat sangat worth it to buy sihhh buat sunscreen iniiiii",3 months - 6 months,Shopee,leniagrx recommends this product!,5,Skinaqua UV Moisture Milk
ftarisa,19 - 24,"Combination, Light, Neutral",2023-11-10,"Mungkin sunscreen ini kalo buat yang tipe kulit nya oily big no-no ya. Tapi buat aku yang kombinasi bahkan kadang cenderung kering, best banget! 🥳 Aku suka banget buat muka aku bener2 moist & ngerasa ke protect banget dari sinar UV. Plus nya lagi, dia face & body, jadi bisa sekalian di apply ke leher & lengan. Selain itu, aku suka texture nya yang ga berat, milky, cair, dan gampang di apply secara merata di wajah. ⭐️💙",More than 1 year,Shopee,ftarisa recommends this product!,5,Skinaqua UV Moisture Milk
