username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
Areumxx,19 - 24,"Oily, Medium Light, Neutral",2023-11-16,"Azarine my acne ini WOW banget, aku udah pake dari maret tahun ini. overall aku suka pake banget, kekurangannya 1, sizenya kurang gede. aku yang pakenya 2 jari +suka reapply ngerasa 40ml itu kurang buat sebulan. Teksturenya yang ngga berat, gada whitecase, dan ngga bikin sumuk yang paling aku suka. oh ya, dia gada wangi yang nyengat dan ga bikin mata perih juga. Ditimpa makeup pun dia friendly bgt. Aku ketagihan sama azarine sunscreen my acne, bekas jerawatku juga pelan-pelan pudar 🥰🥰",6 months - 1 year,Shopee,Areumxx recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Lou,25 - 29,"Oily, Medium Dark, Warm",2023-11-13,"coba ganti ss setelah bucin skinaqua spf30 bertahun2. tekstur lumayan sama sih pas dipake, tapi ntaran pas udah ngeset dan dipake agak lamaan dikir jadi berminyak gitu. kalo ditimpa bedak+concealer (aku gasuka pake foundation ya) jadi ada berminyak di t zone. padahal dg bedak dan concealer yg sama di ss berbeda tuh ngga segitunya minyaknya.",1 week - 1 month,Lazada,Lou recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
Shine,35 - 39,"Combination, Light, Neutral",2023-11-12,"Aku lebih suka pakai sunscreen azarine yg versi cream ini daripada yg gel. Klo yg gel sepertinya alcoholnya lebih banyak, agak berasa perih di kulitku. Beda dengan versi cream ini, ga ada perih pas dioleskan, dan terasa lebih lemban di kulitku yg kering. Klo untuk jerawat aku kurang tau ya efeknya, tp selama pake sunscreen ini belum pernah muncul jerawat di kulitku.",1 month - 3 months,Indomaret,Shine recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
floralelf,18 and Under,"Oily, Medium, Neutral",2023-11-12,"teksturnya mirip moist, creamy agak watery. mudah banget ngeresap ke kulit, dan super melembabkan. oil controlnya juara. buat meredakan jerawat sih, kurang berasa ya di aku. kalau cuma pakai ss ini tanpa moist malah kulit kerasa kering. cocok banget buat skinprep sebelum makeup. wajib coba buat yang punya oily-acne prone skin karena se-worth it itu 🫶🏻",6 months - 1 year,Shopee,floralelf recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Anggitakarima,19 - 24,"Combination, Medium Light, Neutral",2023-11-07,"Sebenernya ini udah wish list dari lama, belum kesampean karena nunggu sunscreen yang sebelumnya belum habis.Dari segi tekstur dia ringan waktu diapply ke wajah ada kesan dinginnya gitu terus aku kira bakal lama meresapnya ke muka ehh ternyata engga dong😭PLISS MAU REPURCHASE LAGII tapi isinya dikit bangettt semoga ada kemasan yg lebih gede lagi.Hasil akhirnya matte engga bikin berminyak aman banget dan yang aku suka sama sekali ngga bikin kusam di aku.Super duper rekomend buat kalian yg kulitnya berminyak huhuhu baru ini cinta bgtt sama sunscreen😔Kekurangannya : Isinya harusnya lebih banyak aja hehe",1 week - 1 month,Gift,Anggitakarima recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
suci_riza,25 - 29,",25 - 29",2023-11-05,"Udh kesekian repurchase sunscreen ini, sampe detik ini gk berpindah k yg lain. murah, bpom dan produk lokal lg tp gk yg murahan. hasilnya bagus d kulit aku yg tipe oily acne prone, dia gk bikin muka aku setelah pake ini berminyak gitu. krn bentuk nya gel yg ringan",1 month - 3 months,Shopee,suci_riza recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
sentiya,19 - 24,"Combination, Medium, Neutral",2023-11-05,"Aku da pakai ss azzarine itu Uda ada mau 1 tahun dan aku selalu pakai setiap hari karna ringan banget dimuka dan tidak ada white case nya.kaliam harus cobain Lo we ga bakalan nyesel apa lagi harganya terjangkau buat kaum muda,terus sunscren azzarine ada dimana² bisa e-commerce dll.Yukss cobain azzarine nya",3 months - 6 months,Shopee,sentiya recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
irly6691,30 - 34,"Oily, Medium Dark, Warm",2023-11-04,"Pertama kali pake produk ini ga expect apa apa sih cuma ternyata pas baru di apply sekali langsung tau kalo ini cocok di kulit aku yg oil combination.tekstur nya creamy gel tapi cepet banget meresap nya. ga bikin kulit breakout.99,99% Recommended",3 months - 6 months,Shopee,irly6691 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Nisaaniswa,19 - 24,"Combination, Medium, Neutral",2023-11-03,"Ini tekstur nya bneran light, klo buat nyembuhin jerawat sih kyknya gk trlalu ngefek.. awal pake enak aja ada sensasi dinginnya.. cuma lama kelamaan uda 3 botolan gtu ya agak sedikit perih. gtau knapaa tp so farr enak² aja sihh . isinya banyak untuk harganya yg murahh",3 months - 6 months,Shopee,Nisaaniswa recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
niinanola,30 - 34,"Dry, Medium Light, Neutral",2023-11-02,"Ini pertama kalinya aku pakai skincare khusus wajah. Cuma lihat² IG, lihat² Female Daily, dan juga review dari beberapa teman yang pakai sunscreen Azarine ini, membuatku memutuskan untuk mencobanya. Kupikir, sunscreen ini menjadi awal yang baik buatku yang notabene tidak pandai pakai skincare. Aku merasa nyaman memakai produk ini. Cocok di kulit wajahku yang kadang² berjerawat. Suamiku juga pakai ini dan kami sudah menggunakannya sudah hampir dua bulan.",1 month - 3 months,Alfamart,niinanola recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
Nurhasanah_PSS,30 - 34,"Oily, Medium, Neutral",2023-11-02,i adalah sunscreen sejuta umat .. semua org pasti sudah pernah pakai nih sunscreen .. termasuk saya yang sudah pakai semua variannya .. dsn sudah repurchase berulang kali .. karena emang senyaman itu pakek sunscreen ini.. teksturnya ringan dan cepat meresap.. kulit acne prone pasti suka,3 months - 6 months,Shopee,Nurhasanah_PSS recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
annishaaus,19 - 24,"Combination, Medium, Neutral",2023-10-30,"sunscreen ternyaman dan kayaknya masih belum mau pindah ke lain produk. udah murah kualitasnya ga main2 juga. keren bgt deh. ini cocok di mukaku yang combi to oily. suprisingly, nahan minyak seharian!! ada efek tone upnya dikit bangetttt. teksturnya gel yang gampang meresap, no fragrance, no alcohol.",More than 1 year,Shopee,annishaaus recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
lisanvra,19 - 24,"Dry, Light, Neutral",2024-11-19,"Selama aku pake sunscreen ini selama kurleb 2 tahun diaku ini oke banget. Apalagi buat tipe kulit kayak aku yang dry, ini ga bikin tambah kering. Sukanya dia gaada wanginya jadi ga mengganggu, no whitecast, dan juga diaku produk ini cepat meresap. So highly recommended👍🏻",More than 1 year,XBeauty by Female Daily,lisanvra recommends this product!,5,Azarine Hydramax C Sunscreen Serum
nurultikaa,19 - 24,"Normal, Medium, Neutral",2024-11-08,"Akhirnya aku ketemu dengan ss yang cocok dikulitku, btw tipe kulitku normal to dry. Sunscreen azarine mngandung serum dengan spf 50+++ yg bagus utk melindungi kulit dari paparan sinar matahari. Di aku selama 4 bulan pemakaian kulit ku jadi sehat, lembab dan glowwing.",1 month - 3 months,Official Brand Store,nurultikaa recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Sanarooo,25 - 29,"Dry, Medium, Neutral",2024-11-03,"Cocok untuk kulit kering dan kombinasi, ringan dibawa pada saat berpergian, tekstur formula ringan dan tidak sulit untuk diaplikasikan. Harga terjangkau dan mudah didapatkan dimana saja. Re-applay 2-3 jam sekali. Mampu membuat kulit terasa plumpy. Rekomendasi",More than 1 year,Shopee,Sanarooo recommends this product!,5,Azarine Hydramax C Sunscreen Serum
nabills21,19 - 24,"Oily, Medium Light, Neutral",2024-11-02,"sunscreen azarine yang satu ini baguss bangeett sumpahh, melembabkan kulit, teksturnya gel tapi cepat bangett meresap nyaa dan ga bikin lengket, ringan parahh. spf nya 50PA++++😍🫶🏻 ada efek tone up nya sedikit ga buat muka putih” bgt lah ya, finish nya bikin muka glowly🫶🏻",3 months - 6 months,Shopee,nabills21 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
yunnikeee,19 - 24,"Oily, Medium Light, Neutral",2024-11-01,serum vit c ga cocok di aku tapi malah cocok pake sunscreen yg ada vit c nyaa👏🏻👏🏻 kalo mau pake ini harus siap” punya wajah lebih cerah soalnya vit c nya kayak bikin tone up gitu diwajah cuma masih aman kokk dan produk ini juga gampang meresap jadi enak dipakenya,1 month - 3 months,Shopee,yunnikeee recommends this product!,4,Azarine Hydramax C Sunscreen Serum
gustindheasiahaan,19 - 24,",19 - 24",2024-11-01,"Azarine memang best sih, ini jadi sunscreen kecintaan ku. Karena waktu di pake dia tuh gak bikin berat di kulit gak bikin wajah kita jadi minyakan, jerawat, apalagi komedoan. Pokok nya kalian wajib beli karena harganya juga murah banget banget",1 month - 3 months,Female Daily Studio,gustindheasiahaan recommends this product!,5,Azarine Hydramax C Sunscreen Serum
miyah,30 - 34,"Combination, Medium, Neutral",2024-10-23,"sesuka itu sama sunscreen ini, selalu repurchase, spf-nya 50 PA++++ proteksi full buat yang mau aktivitas outdoor, tetep wajib reapply yaaacocok buat yang punya kulit kering, bikin glowing tapi gak bikin kusam,luv ❤️",More than 1 year,Shopee,miyah recommends this product!,5,Azarine Hydramax C Sunscreen Serum
nasywahfajri,18 and Under,"Combination, Medium, Neutral",2024-10-18,"untuk suncreen azarine satu ini, jujur ngga cocok di kulit gua, gatau kenapa. gua bahkan pernah hampir kebayang sama produk ini sampe berhari-hari, eh malah ga cocok. gua berharap banget sama kandungan vit c nya, tapi syaang di gua ga berjodoh:( apalagi pas pulangsekolah terus deoble cleansing kan, sumpah kotor nya tuh banget pokoknya beda sama suncreen azarine varian lain, pake ini juga malah ada jerawat, sayang sekali ngga jodoh ya haha, tapi selama pemakaian ngga ngerasa berat walaupun spf 50, tapi ya gitu lah, bikin kusam juga. pokoknya ga cocok deh, sorry azarine",6 months - 1 year,Instagram,nasywahfajri doesn't recommend this product!,2,Azarine Hydramax C Sunscreen Serum
Chloe25,25 - 29,"Combination, Medium, Neutral",2024-10-07,"Sunscreen dari azarine ini emang the best lah. Aku baru nemuin sunscreen yang ketahanannya sebagus ini, pokoknya engga takut belang lagi. Teksturnya yang creamy dan tidak menyengat sama sekali. Perlindungan maksimal dengan 3 ruas jari. Aku tuh paling suka sama sunscreen yg ukurannya medium kek gini.",1 week - 1 month,Traditional Market,Chloe25 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
lanyeu,19 - 24,"Normal, Medium Dark, Neutral",2024-10-05,"Udah dari lama pake hidramax c sunscreen dari azarine. Sesuka itu, karena cepet kering dan gak bikin whitecast. type kulitku juga normal to dry, jadi pas banget kalo pake sunscreen ini. nyaman banget buat dipake sehari-hari tuh",6 months - 1 year,Shopee,lanyeu recommends this product!,5,Azarine Hydramax C Sunscreen Serum
awliapram,19 - 24,",19 - 24",2024-09-27,"Udah pake sunscreen ini semenjak awal kuliah dan sangatlah cocok di kulit, cepet banget menyerap, dan ringan di kulit. Biasanya selalu reaply beberapa kali dalam sehari dan produk ini bikin kulit moist banget. Wajib nyetok produk ini di rumah",More than 1 year,Brand Website,awliapram recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Lixx,19 - 24,"Combination, Medium Dark, Neutral",2024-09-27,"Ringan banget!! Terus gampang di blend juga, ga bikin keset sama ga bikin lengket. Gampang banget dicari produknya, kalau habis restocknya cepet pake banget banget. Affordable sangat! Salah satu sunscreen paling worth dengan spf tinggi!",More than 1 year,Shopee,Lixx recommends this product!,5,Azarine Hydramax C Sunscreen Serum
abiabigail,35 - 39,"Combination, Medium Light, Neutral",2024-09-27,"Azarine sunscreen yang aki butuhkan untuk kulit sensitive ku, melindungi dari sinar matahari ketika ada di outdoor, bikin gak was was ketika sudah di luar ruangan, dan produk ini sudah aku pake setahun",6 months - 1 year,Shopee,abiabigail recommends this product!,5,Azarine Hydramax C Sunscreen Serum
khoirinida,25 - 29,"Combination, Medium, Warm",2024-09-26,"Sunscreen spf 50 yg ringan, no whitecast, ga kerasa berat. Di wajah juga ga lengket dan gampang nyerepnya! Udah repurchase ini berkali2, harga juga masih terjangkau bgtttt. Btw kulit aku normal to oily, pake ini cocok2 aja. Sampe skrg blm pindah ss yg lain sih",3 months - 6 months,Shopee,khoirinida recommends this product!,5,Azarine Hydramax C Sunscreen Serum
istyajaa,19 - 24,"Dry, Medium Light, Neutral",2024-09-21,"Aku pakai produk ini dari awal kuliah dan sukak bangett... karena teksturnya sangat melembabkan di kulit aku yang kering, untuk sehari-hari juga ringan banget, dipake diatas make up juga oke, gk merusak make up diatasnya. Selain itu, setelah pemakaian cukup lama aku ngerasa kulit aku cerahan banget dan gak kusam karena produk ini ada kandungan vitamin C yang bikin kuliat aku tampak sehat dan cerah",More than 1 year,Shopee,istyajaa recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Tia_Intan,25 - 29,"Dry, Medium Light, Neutral",2024-09-21,"Sunscreen Azarine ini nyaman, tidak lengket ketika diapply. Teksturnya creamy, lembut dan finishnya langsung nge-set gitu jadi kerasa nyaman banget pakenya. SPF nya 50 jadi oke banget buat dipake saat ada aktivitas outdoor, dan harganya juga terjangkau.",1 month - 3 months,Shopee,Tia_Intan recommends this product!,5,Azarine Hydramax C Sunscreen Serum
pidharully,25 - 29,"Dry, Medium Light, Neutral",2024-09-21,"Seneng bgt pas nemu sunscreen lokal yg gentle!🤩 beneran gada bau apapun selain bau kimia, tp ga ganggu kok, pas diapply baunya bener2 ilang.Teksturnya light lotion, superduper gampang diratain! No whitecast👍🏻 enteng bgt feelnya dan ga oily, finishnya beneran skinlike dan cepet bgt ngesetnya. Jd kalo mau pake complexion yg skin-like alias ga terlalu glowy, aku suka pake sunscreen ini.Minusnya cuma lebih pedih drpd skin aqua kalo kena mata pas kecampur keringet atau kena air waktu cuci muka.",1 month - 3 months,Shopee,pidharully recommends this product!,5,Azarine Hydramax C Sunscreen Serum
jcca1998,25 - 29,",25 - 29",2024-09-18,"Udh banyak coba sunscreen dan rata2 lengket berminyak bikin breakout, smp akhirnya cobain azarine trnyata bagus pol, menyerap di kulit, ga lengket, no white cast, enteng bgt dimuka dan harganya murah ! Cocok bgt ga bikin breakout juga, malah jd bagus kulitnya ! Ini udh botol kelima ku ! Dan msh ada stock 3 pcs ! Hehehe",More than 1 year,Shopee,jcca1998 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
pratiwisaraswati,25 - 29,"Combination, Medium, Neutral",2024-09-18,"Memutuskan coba sodaranya si ijo karena butuh vit c biar ngga kusam, and it worked! Teksturnya gel agak creamy, finishnya matte, dan gampang diblend nya. Ngga bikin gerah, kerasa pas aja gitu. Setelah pakai beberapa lama, wajah agak cerahan, suka deh!",1 month - 3 months,Tokopedia,pratiwisaraswati recommends this product!,5,Azarine Hydramax C Sunscreen Serum
arzahra,25 - 29,"Combination, Medium Light, Neutral",2024-09-17,"Ss Azarine terfavorite😍😍 udah ada kandungan Vitamin C yang bagus buat kulit cerah dan glowing 😙 Teksturnya gel ringan, lembab, dan satin finish—nyaman dan ga sumuk buat combi-oily skin ✨Mau dipakein makeup atau tanpa makeup sama sama cakep🧡",3 months - 6 months,Tokopedia,arzahra recommends this product!,5,Azarine Hydramax C Sunscreen Serum
genn,19 - 24,"Oily, Light, Neutral",2024-09-07,"Best sunscreen I've ever purchased!! Sunscreen ini non white cast, trus light weight jugaa. Cocok buat jadi rangkaian skin prep sihh soalnya dia cepat nyerap dan ga bikin base make up ngeser gitu. Di kulit oily ku jujur dia tetap bikin minyakan, cuma menurutku ini lebih oke daripada yang hydrashoote since dia gaada bikin sensasi kulit ketarik dan ga kusem gitu. DEFINITELY REPURCHASE",1 month - 3 months,Shopee,genn recommends this product!,5,Azarine Hydramax C Sunscreen Serum
cibed,30 - 34,"Dry, Medium, Neutral",2024-09-03,"Gue menyadari sih kulit kering itu cenderung kusem makanya gue milih produk skincare yang ada kandung Vitamin C nya. Termasuk sunscreen! It works excellently for my skin. Teksturnya ringan dan ada sensasi dinginnya plus cepet meresap, dan ga ada whitecase.",1 week - 1 month,Shopee,cibed recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Salsabilaa31,19 - 24,"Combination, Medium, Neutral",2024-09-02,"sunscreen ini enak bgt dipakenya adem gitu, teksturnya gel yg gampang meresap di kulit. untuk mencerahkan kayanya biasa aja sih, cuma aku suka kalo kena mata dia ga perih dan ga ada efek yg gimana gimana selama pemakaian. sunscreennya juga melembabkan.",1 month - 3 months,Shopee,Salsabilaa31 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Eli0102,40 - 44,"Oily, Medium Light, Cool",2024-09-01,"Azarine hydramax c sunscreen ringan dipakenya, sydah ada kandungan vitamin C nya juga, bikin kulit terlindung dari sinar UV secara maksimal. Ada oil controlnya juga, di kulitku dia ga bikin tambah berminyak setelah diaplikasikan malah finishnya matte . Bagus buat pemakaian sehari-hari.",1 week - 1 month,Indomaret,Eli0102 recommends this product!,4,Azarine Hydramax C Sunscreen Serum
atikahsaidah29,19 - 24,"Dry, Medium, Neutral",2024-09-01,"ga bisa deskripsiin ss azarine hydramax C ini. coba produk sunscreen yg lain slalu balik lagi kesini. cocok bgt buat kulit aku yg dry, ga bikin lengket, gampang bgt buat di blend, ini combo bgt kalo dipakein sm serum vit C. packagingnya oke bgt buat travel friendly, tapi kalo bisa bikin versi yg gede donggg😭❣️",More than 1 year,Shopee,atikahsaidah29 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
iamindahagustina,25 - 29,"Combination, Medium Dark, Warm",2024-08-30,"Setiap hari aku pakai sunscreen ini, apalagi di Karawang kan panas banget ya, wajib banget pakai. Yang aku suka ini tuh cepat meresap, nggak bikin kulit wajah abu-abu, ada vit C-nya, dan udah SPF 50 PA++++. The best, pokoknya aku suka banget. Kalau udah mau abis, kemasannya aku gunting jadi 2 bagian. Karena sayang banget, di dalamnya masih ada banyak 🤭😂. Pokoknya harus sampai habis!",More than 1 year,Shopee,iamindahagustina recommends this product!,5,Azarine Hydramax C Sunscreen Serum
MaDaffa,35 - 39,"Normal, Medium, Neutral",2024-08-30,"Bagus banget...dengan menggunakan sunscreen azarin yang hydramax bikin kulit cerah, flek hitam lama kelamaan jadi memudar, tidak bikin kulit berminyak,teksturnya sangat lembut tidak lengket, pokoknya recomend banget....",3 months - 6 months,Shopee,MaDaffa recommends this product!,5,Azarine Hydramax C Sunscreen Serum
mayha,30 - 34,"Combination, Medium Light, Neutral",2024-08-28,"Kalau pakai ini jadi gak perlu lagi pake vitamin c serum sebelum pake sunscreen, enakeun gampang diblend ringan gak bikin berminyak, lembab. Yang aku notice pake ini tu lama lama ga kusem tapi bantu mencerahkan wajah, dipake dibawah makeup juga masih aman di aku.",1 week - 1 month,PR Package,mayha recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Salmawp10,19 - 24,"Normal, Medium, Neutral",2024-08-16,"bikin cerah dikulitku terlindung dari sinar uv pas pergi main sama temen dan pacardikulitku langsung cocok gak bikin kusam juga bikin cerah dikulitku , tiap bulan aku selalu membeli sunscreen azarine yang versi ini😆",1 week - 1 month,Shopee,Salmawp10 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
ariewam,19 - 24,"Dry, Medium, Warm",2024-08-12,Sunscreen ini aman di kulitku yang normal to dry & gak ada whitecast. Ini udah spf 50PA++++ dengan kandungan vitamin C & E sebagai antioksidan dan melindungi kulit wajah dari paparan sinar matahari juga ada kandungan Hyaluronic acid untuk melembabkan kulit wajah. Teksturnya gel yang pastinya ringan jadi mudah menyerap. Wajib cobain karena recomended,1 month - 3 months,Shopee,ariewam recommends this product!,5,Azarine Hydramax C Sunscreen Serum
BeatriceLiv,19 - 24,"Combination, Medium, Warm",2024-08-08,"surprisingly blm aku review?! pdhal aku pake ini selama kuliah dan jadi salah satu sunscreen favoritku, cuman sayang dia suka pilling kadang-kadang, tp klo lagi promo gila""an cus beli sihhh, karena jujur seringan dan seworth it itu selain merk sebelah (yang warnanya ijo jg tp pake cica), overall recommended! worth to try",6 months - 1 year,Shopee,BeatriceLiv recommends this product!,4,Azarine Hydramax C Sunscreen Serum
zaharia,25 - 29,"Normal, Medium, Neutral",2024-08-06,"Suncreen sejuta umat😍Efeknya bikin cerah dan melindungi kulit dari sinar matahari Teksturnya gel. Packingnya lucu kecil bisa di bawa kemana mana, suncreen sebagus ini harga 50k  worth it banget untuk di beli 🥰😍",More than 1 year,Alfamart,zaharia recommends this product!,5,Azarine Hydramax C Sunscreen Serum
ansmrk,25 - 29,"Oily, Medium, Warm",2024-07-27,"Jujur aja menurutku sunscreen Azarine yang varian oren ini feels nya hampir sama kayak sodaranya yang warna biru, cuma yang ini lebih tinggi SPF nya sama lebih gede aja. Yang bikin tertarik udah jelas kandungan vitamin C nya yang bikin kulit lebih cerah. So far emang bener mukaku jadi lebih cerah (entah karena aku jarang keluar rumah atau emang karena efek dari sunscreen nya). Menurutku teksturnya nggak gitu ringan tapi juga nggak gitu berat, masih nyaman dipake. Dia juga bikin lembab kulit, jadi kalo kulit lagi kering cocok banget pake sunscreen ini. Very recommended",1 week - 1 month,Guardian,ansmrk recommends this product!,5,Azarine Hydramax C Sunscreen Serum
shintaalya,19 - 24,"Normal, Medium Light, Neutral",2024-07-26,"Teksturnya watery gel, mudah diblend, cepat ngeset, ringan, finishnya glowy (bukan dewy yang becek), gak greasy, dan gak perih di mata. Mirip sama spf 45, bedanya ini sedikit lebih lembap dan proteksinya lebih tinggi. Dia juga fragrance free jadi aman untuk kulit sensitif. Repurchase? Definitely!",1 week - 1 month,Official Brand Store,shintaalya recommends this product!,5,Azarine Hydramax C Sunscreen Serum
hanidwn,25 - 29,"Combination, Medium Light, Neutral",2024-07-22,"Dia teksturnya mudah banget di blend yaa, trus no white cast, alhamdulillah juga muka jadi lebih kincloong tapi ngga lebay, klo pas kena air (wudhu) juga ngga perih di mata, padahal kan biasanya sunscreen perih ya kalo kena mata, Dan untuk harga affordable bangeet",1 week - 1 month,XBeauty by Female Daily,hanidwn recommends this product!,4,Azarine Hydramax C Sunscreen Serum
masymasytha,25 - 29,"Dry, Light, Neutral",2024-07-20,"Produk sunscreennya sendiri kayak mostuizer, lumayan cepat menyerap di kulit dan ngga ada whitecast. Ngga ada wanginya juga, tubenya bisa masuk pouch ngga makan tempat jadi bisa dibawa kemana-mana. Bikin kulit jadi glow sih iya,tapi kalau aku tetep pakai mosturizer sevelumnya. Bikin cerah juga iya dikulit ku. Untuk repurchase sih iya, dengan harga segitu dan cocok di kulitku.",1 month - 3 months,Shopee,masymasytha recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Narissa21,19 - 24,"Combination, Medium Light, Neutral",2024-07-10,"Pertama kali aku cobain sunscreen azarine yang hydramax c ini gak ada ekspetasi apa apa, tapi ternyata ini lebih dari yang aku ekspetasiin, sunscreen ternyaman yg baru aku temuin, karna sebelum pake sunscreen ini pernah pake yg lain tapi teksturnya ga seringan sunscreen azarine, cowok ku juga pake sunscreen ini btw dan dia approved banget!",1 month - 3 months,Shopee,Narissa21 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
onlyvii_,19 - 24,"Combination, Medium, Neutral",2024-07-07,"Udah re purchase ketiga kalinyaa dan produknya emang sebagus ituuu, bikin mencerahkan jugaa nngga bikin berminyak... Nyerep nya juga cepettt.... Emang mantulll produk nya, rekomen banget lahhh wajib di cobaiinn inii produkkk... Mantapp",3 months - 6 months,Shopee,onlyvii_ recommends this product!,5,Azarine Hydramax C Sunscreen Serum
gitnop,25 - 29,"Dry, Medium, Neutral",2024-07-07,"awal cobain ini karna review dari kak tasya farasya yang bilang kalo sunscreen ini buaguuus pwoool,kebetulan pas itu lagi cari-cari sunscreen yang bagus dan harga terjangkau,paas banget kaya nemu harta karun rasanya,bener bener cepet banget nyerepnya,dan gak ada white cast sama sekali",More than 1 year,Shopee,gitnop recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Diena20,19 - 24,"Dry, Medium Light, Neutral",2024-07-07,"Sunscreen ini cocok banget buat kulitku yang kering. Nyaman dipake seharian. Ga bikin whitecast di muka. Teksturnya milky, kental, dan ringan diaplikasikan ke wajah. Ngeblend dan ngeset di muka juga ga terlalu lama. Dengan harga yang affordable, kalo udah cocok bisa ni repurchase 👍",3 months - 6 months,Shopee,Diena20 recommends this product!,4,Azarine Hydramax C Sunscreen Serum
ristiaas,19 - 24,"Combination, Medium Dark, Cool",2024-07-07,"Aku br perdana nyoba sunscreen azarine yang versi serum 50++++ ini, menurut aku produknya gak jauh beda sm yg 45++++, cm ada perbedaan di kandungan ingredients sunscreennya dan teksturnya, sejauh ini aku ngerasa aman, gak ninggalin whitecase juga, melembapkan, cepet meresap, dewy glow finishTekstur: teksturnya gel tp lebih kental dari sunscreen azarine yang gel 45++++, gk ninggalin whitecasePerforma: bagusCocok Untuk: kulit aku kombinasi tp dominan berminyak daerah T zone sih",6 months - 1 year,Shopee,ristiaas recommends this product!,5,Azarine Hydramax C Sunscreen Serum
preattypotato,18 and Under,"Dry, Medium Dark, Neutral",2024-07-07,"sunscreen kecintaankuu!! aku awalnya iseng pengen coba sunscreen ini, eh alhamdulillah cocok banget di mukaku. mukaku tipe yang cepet banget gosongnya, jd aku struggling buat cari sunscreen yg gak bikin belang. untung bgt aku nemu sunscreen inii. teksturnya agak kental tp dia mudah banget diserap kulit jadi dia gak berat di kulit. definitely a 10/10!!!",6 months - 1 year,Shopee,preattypotato recommends this product!,5,Azarine Hydramax C Sunscreen Serum
tasyamahe,25 - 29,"Combination, Medium Dark, Neutral",2024-07-07,"uda berkalikali belii, suka bangeeet! teksturnya enak, lembut! gampang meresap, cocok buat yg suka aktivitas di luar ruangan, packaging aman, cukup friendly bisa dibawa kemana-mana. pas di-apply ga ada white cast sama sekali, wajib dicobaa",1 week - 1 month,Lazada,tasyamahe recommends this product!,5,Azarine Hydramax C Sunscreen Serum
fazha30,25 - 29,"Oily, Medium Light, Neutral",2024-07-06,"Salah satu sunscreen favorit aku 😍😍😍 kalau pakai dia biasanya skip moist, jadi paling enak kalau dibawa bepergian juga, karena nggak perlu bawa banyak skincare, selain itu karena dia mengandung vitamin C maka ada efek mencerahkannya 😍😍😍",6 months - 1 year,PR Package,fazha30 recommends this product!,5,Azarine Hydramax C Sunscreen Serum
fltika,30 - 34,"Dry, Medium, Neutral",2024-07-06,"Produk yang g boleh dilewatkan tiap harinya. Udah ga tau berapa kali Cekout di ecommerce dan offline store. Produknya ringan , cocok dikulit normal to dryskin. Sudah ga bakalan pindah ke lain hati, karna udah cocok. Varian sunscreen azzarine ini banyak jadi bisa di sesuaikan type skin wajah klean ya",More than 1 year,Female Daily Event,fltika recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Sholihatunnisa,25 - 29,"Dry, Medium, Neutral",2024-07-06,"Awal pemakaian terasa ringan, cukup mudah menyerap dengan baik. Teksture sedikit ber air tapi oke juga. Sangat cocok untuk yang memiliki kulit kering. Harganya juga cukup terjangkau, hasil setelah pemakaian setelah pemakaian terlihat memuaskan.",6 months - 1 year,Traditional Market,Sholihatunnisa recommends this product!,5,Azarine Hydramax C Sunscreen Serum
Hajaralya,19 - 24,"Normal, Medium Light, Warm",2024-07-06,"Udah repurchase produk ini berkali-kali, kall ganti-ganti tetep selalu balik ke sini. Cocok banget di kulit sensitifku, gak bikin kusam atau berminyak dan selalu melindungi dari matahari dengan baik, harganya juga ga terlalu mahal produknya bagus",3 months - 6 months,Shopee,Hajaralya recommends this product!,5,Azarine Hydramax C Sunscreen Serum
